CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,COD_DEPARTAMENTO_ORIGEN,ZONA_CIUDAD_GUATEMALA,TELEFONO_PRINCIPAL,TELEFONO_SECUNDARIO,TELEFONO_VALIDO,DUPLICADO_EXACTO_SIN_CODIGO,POSIBLE_DUPLICADO_PARCIAL
11-01-0327-46,11-01-0522,RETALHULEU,RETALHULEU,"COLEGIO EVANGÉLICO MIXTO "" PALABRA VIVA """,2DA. AV. 6-90 ZONA 5 AVENIDA FUNDABIEN,KARINA ELIZABETH MORALES REYES,OLIMPIA DEL PILAR CARDOZA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,57101865,,True,False,False
11-01-0338-46,11-01-0522,RETALHULEU,RETALHULEU,"COLEGIO EVANGÉLICO MIXTO "" PALABRA VIVA """,2DA. AV. 6-90 ZONA 5 AVENIDA FUNDABIEN,KARINA ELIZABETH MORALES REYES,OLIMPIA DEL PILAR CARDOZA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,54177877,,True,False,False
11-01-0340-46,11-01-0522,RETALHULEU,RETALHULEU,"COLEGIO EVANGÉLICO MIXTO "" PALABRA VIVA """,2DA. AV. 6-90 ZONA 5 AVENIDA FUNDABIEN,KARINA ELIZABETH MORALES REYES,OLIMPIA DEL PILAR CARDOZA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,11,,54177877,,True,False,False
11-01-0344-46,11-017,RETALHULEU,RETALHULEU,LICEO ALFRED NOBEL,"CENTRO URBANO, PARCELAMIENTO CABALLO BLANCO",MIGUEL ANGEL ARMAS ROCHA,LUIS DELFINO MARTÍNEZ REYNOSO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,53285086,,True,False,False
11-01-0346-46,11-017,RETALHULEU,RETALHULEU,COLEGIO MIXTO CENTROAMERICANO,2A. CALLE 5-82 ZONA 1,MIGUEL ANGEL ARMAS ROCHA,NORMA KARINA YEE OLIVA,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,11,,77713657,,True,False,False
11-01-0348-46,11-017,RETALHULEU,RETALHULEU,LICEO ALFRED NOBEL,"CENTRO URBANO, PARCELAMIENTO CABALLO BLANCO",MIGUEL ANGEL ARMAS ROCHA,LUIS DELFINO MARTINEZ REYNOSO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,53285086,,True,False,False
11-01-0350-46,11-017,RETALHULEU,RETALHULEU,LICEO ALFRED NOBEL,"CENTRO URBANO, PARCELAMIENTO CABALLO BLANCO",MIGUEL ANGEL ARMAS ROCHA,LUIS DELFINO MARTINEZ REYNOSO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,53285086,,True,False,False
11-01-0351-46,11-017,RETALHULEU,RETALHULEU,LICEO ALFRED NOBEL,"CENTRO URBANO, PARCELAMIENTO CABALLO BLANCO",MIGUEL ANGEL ARMAS ROCHA,LUIS DELFINO MARTINEZ REYNOSO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU,11,,53285086,,True,False,False
11-01-0357-46,11-01-0517,RETALHULEU,RETALHULEU,"COLEGIO PRIVADO MIXTO ""LUIS CARDOZA Y ARAGÓN""","1A. CALLE 8-71, ZONA 1",ALBA YADIRA MONTEJOS MARTINEZ DE ESPINOZA,ANGEL IGNACIO VASQUEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,42227251,,True,False,False
11-01-0365-46,11-01-0514,RETALHULEU,RETALHULEU,COLEGIO MIXTO IDEAS,"9A. AVENIDA ""A"", 2-05, RESIDENCIALES ""ANA LUCIA"", ZONA 4",CONCEPCION ANGELICA DEL CID JUAREZ,ABRAHAM ISAÍAS VELÁSQUEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,77385209,,True,False,False
11-01-0366-46,11-01-0514,RETALHULEU,RETALHULEU,COLEGIO MIXTO IDEAS,"9A. AVENIDA ""A"", 2-05, RESIDENCIALES ""ANA LUCIA"", ZONA 4",CONCEPCION ANGELICA DEL CID JUAREZ,ABRAHAM ISAÍAS VELÁSQUEZ LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,79385209,,True,False,False
11-01-0369-46,,RETALHULEU,RETALHULEU,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTROAMERICANO',2 CALLE 5-82 ZONA 1,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU,11,,77713657,,True,False,False
11-01-0372-46,11-01-0514,RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO NUEVA GENERACIÓN,5-03 ZONA 4 CALZADA NAVIDAD,CONCEPCION ANGELICA DEL CID JUAREZ,ANGEL OSWALDO RAMIREZ CABRERA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),RETALHULEU,11,,77718842,,True,False,False
11-01-0376-46,11-01-0515,RETALHULEU,RETALHULEU,COLEGIO TECNOLÓGICO JAN KOMENSKY,5TA CALLE 6-80 ZONA 1,JIMMY EDILBERTO ORTEGA COLOMO,AXEL OTONIEL XICARÁ CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,32159539,,True,False,False
11-01-0378-46,11-017,RETALHULEU,RETALHULEU,COLEGIO TECNOLÓGICO JAN KOMENSKY,5A. CALLE 6-80 ZONA 1,MIGUEL ANGEL ARMAS ROCHA,AXEL OTONIEL XICARÁ CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,32159539,,True,False,False
11-01-0383-46,11-01-0517,RETALHULEU,RETALHULEU,"COLEGIO MIXTO ""LUIS FERNANDO ESQUIVEL SANCHEZ""",4A. AVENIDA 3-03 ZONA 1,ALBA YADIRA MONTEJOS MARTINEZ DE ESPINOZA,PATRICIA ELIZABETH DE LEÓN SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,42172532,,True,True,False
11-01-0384-46,11-01-0517,RETALHULEU,RETALHULEU,"COLEGIO MIXTO ""LUIS FERNANDO ESQUIVEL SANCHEZ""",4A. AVENIDA 3-03 ZONA 1,ALBA YADIRA MONTEJOS MARTINEZ DE ESPINOZA,PATRICIA ELIZABETH DE LEÓN SAMAYOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,42172532,,True,True,False
11-01-0387-46,11-01-0524,RETALHULEU,RETALHULEU,"COLEGIO PRIVADO MIXTO ""CABALLO BLANCO""",CENTRO URBANO PARCELAMIENTO CABALLO BLANCO,JAQUELINE FERNANDA VELÁSQUEZ MAZARIEGOS,HÉCTOR JULIÁN RODAS MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,41333379,,True,True,False
11-01-0388-46,11-01-0524,RETALHULEU,RETALHULEU,"COLEGIO PRIVADO MIXTO ""CABALLO BLANCO""",CENTRO URBANO PARCELAMIENTO CABALLO BLANCO,JAQUELINE FERNANDA VELÁSQUEZ MAZARIEGOS,HÉCTOR JULIÁN RODAS MAZARIEGOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,41333379,,True,True,False
11-01-0389-46,11-01-0516,RETALHULEU,RETALHULEU,"COLEGIO MIXTO ""LA PAZ""",1A. AVENIDA 2-17 ZONA 1,MARILYN ISABEL INESTROZA DURÓN,EMILY KARINA PAZ INTERIANO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,11,,53137309,,True,False,False
11-01-0393-46,11-01-0520,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO PAULO COELHO,5A. AVENIDA 7-55 ZONA 1,JAQUELINE FERNANDA VELÁSQUEZ MAZARIEGOS,WERNER MISAEL TIPAZ FLORES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,11,,77283648,,True,False,False
11-01-0397-46,11-01-0521,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO NUEVA CANDELARIA,ALDEA NUEVA CANDELARIA,MIGUEL ANGEL ARMAS ROCHA,OSVALDO ZACARÍAS ICHEL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,58073087,,True,False,False
11-01-0400-46,11-01-0517,RETALHULEU,RETALHULEU,COLEGIO MIXTO TECNOLÓGICO SAN AGUSTÍN,"1A. CALLE 4-05 ZONA 4, CALZADA NAVIDAD",ALBA YADIRA MONTEJOS MARTINEZ DE ESPINOZA,GLENDY SORAYDA MORENO POP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,11,,77713125,,True,False,False
11-01-0402-46,11-01-0514,RETALHULEU,RETALHULEU,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,"BARRIO MONTERREY, ZONA 4",CONCEPCION ANGELICA DEL CID JUAREZ,MARVIN LEONEL ALONZO SÁNCHEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU,11,,40754551,,True,False,False
11-01-0404-46,11-01-0513,RETALHULEU,RETALHULEU,"COLEGIO PRIVADO URBANO MIXTO ""BILINGUE PARAÍSO""",3A. AVENIDA 7-69 ZONA 2,JULIO CESAR HERRERA ROLDAN,JORGE ROBERTO ARREAGA PAZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,77718861,,True,False,False
11-01-0406-46,11-017,RETALHULEU,RETALHULEU,"COLEGIO PRIVADO URBANO MIXTO ""BILINGUE PARAÍSO""",3A. AVENIDA 7-69 ZONA 2,MIGUEL ANGEL ARMAS ROCHA,JORGE ROBERTO ARREAGA PAZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,77718861,,True,False,False
11-01-0409-46,11-01-0523,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO BELÉN,ALDEA LA GUITARRA,ANA JUDITH PÉREZ BASILIO,KEILY DALILA LÓPEZ SIGÜENZA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,50172946,,True,False,False
11-01-0411-46,11-017,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO BELÉN,ALDEA LA GUITARRA,MIGUEL ANGEL ARMAS ROCHA,KEILY DALILA LÓPEZ SIGÜENZA,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,50172946,,True,False,False
11-01-0413-46,11-01-0514,RETALHULEU,RETALHULEU,COLEGIO EXPERIMENTAL DISTRITO DE ALTO RENDIMIENTO DAR LA TRINIDAD,"0 CALLE ZONA 4, CANTÓN OCOSITO",CONCEPCION ANGELICA DEL CID JUAREZ,CLARA ANNABELLA OLIVEROS CORADO,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,11,,54147820,,True,False,False
11-01-0418-46,11-01-0519,RETALHULEU,RETALHULEU,INSTITUTO TECNOLÓGICO DE EDUCACIÓN BILINGUE INTERCULTURAL,"LOTIFICACIÓN EL BOSQUE, ZONA 6",MARIO RENE RIVERA ARGUETA,IRMA YOLANDA SÁNCHEZ SÚM DE MULUL,DIVERSIFICADO,MUNICIPAL,URBANA,ABIERTA,BILINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,11,,58385426,,True,False,False
11-01-0419-46,11-01-0518,RETALHULEU,RETALHULEU,COLEGIO TECNOLÓGICO BLAISE PASCAL,2A. CALLE 5-80 ZONA 1,ROSELVA SOFIA OVALLE BARRIOS,YENIFFER ANALY MAKEPEACE RUÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,42966666,,True,False,False
11-01-0420-46,11-01-0518,RETALHULEU,RETALHULEU,COLEGIO TECNOLÓGICO BLAISE PASCAL,2A. CALLE 5-80 ZONA 1,ROSELVA SOFIA OVALLE BARRIOS,YENIFFER ANALY MAKEPEACE RUÍZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,42966666,,True,False,False
11-01-0422-46,11-01-0514,RETALHULEU,RETALHULEU,COLEGIO SMART KIDS GARDEN,10 AVENIDA 5-88 ZONA 4 BARRIO MONTERREY,CONCEPCION ANGELICA DEL CID JUAREZ,GRISELDA ALEJANDRA OSORIO GÓMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,77253238,,True,False,False
11-01-0425-46,11-01-0518,RETALHULEU,RETALHULEU,"COLEGIO PRIVADO MIXTO DE EDUCACIÓN MEDIA ""PROF. JULIO CÉSAR ACOSTA BARRASCOUT""",7A. AVENIDA 8-96 ZONA 1,ROSELVA SOFIA OVALLE BARRIOS,CLAUDIA LORENA GARCIA IXCHOP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,50238057,,True,False,False
11-01-0427-46,11-017,RETALHULEU,RETALHULEU,LICEO CRISTIANO MIXTO LA FE,7A. AVENIDA 7-99 ZONA 1,MIGUEL ANGEL ARMAS ROCHA,GLEIDI YOMARA SÁNCHEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,56346191,,True,True,False
11-01-0429-46,11-017,RETALHULEU,RETALHULEU,LICEO CRISTIANO MIXTO LA FE,7A. AVENIDA 7-99 ZONA 1,MIGUEL ANGEL ARMAS ROCHA,GLEIDI YOMARA SÁNCHEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,56346191,,True,True,False
11-01-0431-46,11-004,RETALHULEU,RETALHULEU,LICEO CRISTIANO MIXTO LA FE,7A. AVENIDA 7-99 ZONA 1,MIGUEL ANGEL ARMAS ROCHA,GLEIDI YOMARA SÁNCHEZ RAMÍREZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,56346191,,True,False,False
11-01-0435-46,11-01-0514,RETALHULEU,RETALHULEU,INSTITUTO DE COMPUTACIÓN INFORMÁTICA,"RUTA 6W 10A. AVE. 0-50 ZONA 4, RESIDENCIALES ANA LUCIA",CONCEPCION ANGELICA DEL CID JUAREZ,IRMA VIOLETA CALDERÓN VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,77716271,,True,False,False
11-01-0436-46,11-01-0515,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO MIXTO BLESSING,"9AV. 7-30 ZONA 4, CANTON PERU",JIMMY EDILBERTO ORTEGA COLOMO,OSCAR DANIEL SIGUENZA MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,55114823,,True,False,False
11-01-0437-46,11-01-0516,RETALHULEU,RETALHULEU,INSTITUTO NACIONAL MIXTO NOCTURNO DE EDUCACIÓN MEDIA,3A. AVENIDA 6-49 ZONA 4,MARILYN ISABEL INESTROZA DURÓN,JUAN DE DIOS RODAS HERNÁNDEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),RETALHULEU,11,,30517668,,True,False,False
11-01-0441-46,11-01-0523,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO BELÉN,CENTRO URBANO ALDEA LA GUITARRA,ANA JUDITH PÉREZ BASILIO,KEILY DALILA LÓPEZ SIGUENZA DE HERRERA,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,11,,55152872,,True,False,False
11-01-0445-46,11-01-0519,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO VERBO,5TA. CALLE 5-05 ZONA 6,MARIO RENE RIVERA ARGUETA,ELÍZABETH SARAÍ CONDE HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,77717250,,True,False,False
11-01-0446-46,11-019,RETALHULEU,RETALHULEU,PROGRAMA NACIONAL DE EDUCACION ALTERNATIVA -PRONEA-,4A. CALLE 6-10 ZONA 6,LISBETH SURAMA LOPEZ CALVILLO,LISBETH SURAMA LÓPEZ CALVILLO,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,DOBLE,A DISTANCIA,RETALHULEU,11,,56980135,,True,False,False
11-01-0447-46,11-019,RETALHULEU,RETALHULEU,PROGRAMA MODALIDADES FLEXIBLES PARA LA EDUCACIÓN MEDIA,4TA. CALLE 6-10 ZONA 6,LISBETH SURAMA LOPEZ CALVILLO,PEDRO LEONARDO REYNA MÖLLER,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,A DISTANCIA,RETALHULEU,11,,56231580,,True,False,False
11-01-0452-46,11-01-0513,RETALHULEU,RETALHULEU,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,4TA. CALLE 2-12 ZONA 2 LOTIFICACION EL PRADO,JULIO CESAR HERRERA ROLDAN,GLENDA JEANETTE CHÁVEZ GÓMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,77713190,,True,True,False
11-01-0453-46,11-01-0513,RETALHULEU,RETALHULEU,COLEGIO MIXTO MARIO MONTEFORTE TOLEDO,4TA. CALLE 2-12 ZONA 2 LOTIFICACION EL PRADO,JULIO CESAR HERRERA ROLDAN,GLENDA JEANETTE CHÁVEZ GÓMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,RETALHULEU,11,,77713190,,True,True,False
11-01-0457-46,11-01-0514,RETALHULEU,RETALHULEU,CENTRO EDUCATIVO NAPOLEÓN VILLATORO,14 AVENIDA 5-15 ZONA 4 BARRIO MONTERREY,CONCEPCION ANGELICA DEL CID JUAREZ,ELÍSET HAYDEÉ VILLATORO DARDÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,RETALHULEU,11,,55125668,,True,False,False
11-01-0458-46,11-01-0515,RETALHULEU,RETALHULEU,COLEGIO TECNOLÓGICO JAN KOMENSKY,5TA CALLE 6-80 ZONA 1,JIMMY EDILBERTO ORTEGA COLOMO,AXEL OTONIEL XICARÁ CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,32159539,,True,False,False
11-01-0460-46,11-01-0517,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO BUENA CREACION,1RA. CALLE 8-90 ZONA 5 CANTON DOLORES,ALBA YADIRA MONTEJOS MARTINEZ DE ESPINOZA,VIVIAN LINELY DARDÓN ZUMETA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),RETALHULEU,11,,77714103,,True,False,False
11-01-0464-46,11-01-0516,RETALHULEU,RETALHULEU,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,3A. CALLE 6-49 ZONA 4,MARILYN ISABEL INESTROZA DURÓN,MAYRA LILIANA DE LEÓN TOLEDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),RETALHULEU,11,,55356304,,True,False,False
11-01-0468-46,11-01-0517,RETALHULEU,RETALHULEU,"LICEO TECNOLÓGICO ""JAVIER MARTÍNEZ""",7A. CALLE 2-54 ZONA 1,ALBA YADIRA MONTEJOS MARTINEZ DE ESPINOZA,EBER NEÍM CIFUENTES GRAMAJO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,30278806,,True,False,False
11-01-0470-46,11-01-0517,RETALHULEU,RETALHULEU,"COLEGIO PRIVADO MIXTO ""LUIS CARDOZA Y ARAGÓN""",3A. AVENIDA 6-33 ZONA 1,ALBA YADIRA MONTEJOS MARTINEZ DE ESPINOZA,ANGEL IGNACIO VASQUEZ GARCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,42207257,,True,False,False
11-01-0472-46,11-01-0524,RETALHULEU,RETALHULEU,"COLEGIO TECNOLÓGICO ""CABALLO BLANCO""","SECTOR LA UNIN, PARCELAMIENTO CABALLO BLANCO",JAQUELINE FERNANDA VELÁSQUEZ MAZARIEGOS,SANDRA PATRICIA REYES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,43031759,,True,False,False
11-01-0474-46,11-01-0519,RETALHULEU,RETALHULEU,COLEGIO EVANGÉLICO MIXTO SINAÍ,CALLE INGRESO AL PEDREGAL ZONA 1,MARIO RENE RIVERA ARGUETA,OLGA MAVIL CAYAX PÉREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,77715189,,True,False,True
11-01-0476-46,11-01-0520,RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO PAULO COELHO,9AV. 6TA. CALLE 9-88 ZONA 1,JAQUELINE FERNANDA VELÁSQUEZ MAZARIEGOS,AUDELINA SARAI HIDALGO ESCOBAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,47022982,,True,False,False
11-01-0478-46,11-01-0518,RETALHULEU,RETALHULEU,COLEGIO MIXTO RETALHULEU,6A. AVENIDA 3-40 ZONA 1,ROSELVA SOFIA OVALLE BARRIOS,SALVADOR LIMA GARCÍA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,77364113,,True,False,False
11-01-0480-46,11-01-0516,RETALHULEU,RETALHULEU,COLEGIO MIXTO SUPERACIÓN,3A. AVENIDA DEL RASTRO Y 4A. CALLE ZONA 4,MARILYN ISABEL INESTROZA DURÓN,PEDRO MANUEL LUCAS CHANTÉ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,30094458,,True,False,False
11-01-0482-46,11-01-0516,RETALHULEU,RETALHULEU,COLEGIO EVANGELICO MIXTO SINAI II,2A. CALLE 5-16 ZONA 4,MARILYN ISABEL INESTROZA DURÓN,EVELYN ELIZABETH MALDONADO PACHECO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,77715340,,True,False,True
11-01-0484-46,11-01-0513,RETALHULEU,RETALHULEU,"INSTITUTO BASICO Y BACHILLERATO POR MADUREZ ""DESARROLLO INTEGRADOR""",3A. CALLE 6-49 ZONA 4,JULIO CESAR HERRERA ROLDAN,LIC. OSCAR ROBERTO ANGEL OVANDO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,57171401,,True,False,True
11-01-0486-46,11-01-0517,RETALHULEU,RETALHULEU,COLEGIO MIXTO TECNOLÓGICO SAN AGUSTÍN,1A. CALLE 4-05 ZONA 4,ALBA YADIRA MONTEJOS MARTINEZ DE ESPINOZA,SINDY LINETH YOC GAMBOA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,77713125,,True,False,False
11-01-0488-46,11-01-0517,RETALHULEU,RETALHULEU,COLEGIO MIXTO ISIDRO TARACENA,4A. AVENIDA 4-58 ZONA 1,ALBA YADIRA MONTEJOS MARTINEZ DE ESPINOZA,JUAN ENRIQUE GÓMEZ PORRÓN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,58862710,,True,False,False
11-01-0490-46,11-01-0523,RETALHULEU,RETALHULEU,COLEGIO CRISTIANO BELÉN,ALDEA LA GUITARRA,ANA JUDITH PÉREZ BASILIO,KEILY DALILA LÓPEZ SIGÜENZA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,50172946,,True,False,False
11-01-0492-46,11-01-0516,RETALHULEU,RETALHULEU,COLEGIO PRIVADO MIXTO NUEVA GENERACIÓN,"1A. CALLE 5-03 ZONA 1, CALZADA NAVIDAD",MARILYN ISABEL INESTROZA DURÓN,BELBIN ROMEO CALDERÓN VILLATORO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),RETALHULEU,11,,77718842,,True,False,False
